celltype,additional_annotations,level_7_cluster,hemisphere,skid
CN,no official annotation,44,left_id,18648531
pre-DN-VNC,no official annotation,44,left_id,5746180
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,44,left_id,13832416
PN,gustatory-external 2nd_order PN,44,left_id,17036132
pre-DN-VNC,no official annotation,44,left_id,16422744
pre-DN-VNC,no official annotation,44,left_id,17360022
PN,gustatory-external 2nd_order PN,44,left_id,2568522
pre-DN-VNC,no official annotation,44,left_id,19880740
DN-SEZ,no official annotation,44,left_id,13833814
CN,no official annotation,44,left_id,15519213
PN,gustatory-external 2nd_order PN,44,left_id,17277623
LHN,noci 2nd_order PN,46,left_id,11037238
pre-DN-VNC,no official annotation,46,left_id,14519756
PN-somato,noci 2nd_order PN,46,left_id,10893103
PN-somato,noci 2nd_order PN,46,left_id,5691934
pre-DN-VNC,no official annotation,46,left_id,17732031
PN-somato,noci 2nd_order PN,46,left_id,11291653
pre-DN-VNC,no official annotation,46,left_id,5657004
MB-FFN,FFN-33,46,left_id,16848497
PN-somato,mechano-Ch 2nd_order PN,46,left_id,21136945
pre-DN-VNC,no official annotation,46,left_id,8253620
pre-DN-VNC,no official annotation,46,left_id,11084320
MB-FFN,FFN-34,47,left_id,5679304
LHN,no official annotation,47,left_id,16100461
LHN,LHN-18; CN-54,47,left_id,12839441
LHN,no official annotation,47,left_id,10018260
LHN,CN-29,47,left_id,17038587
LHN,no official annotation,47,left_id,19045334
MB-FBN,FBN-18,47,left_id,10209260
LHN,LHN-17; CN-53,47,left_id,11004239
LHN,LHN-4; PL-2; noci 2nd_order PN,47,left_id,4680995
LHN,no official annotation,47,left_id,8203947
pre-DN-VNC,_Two-headed cobra,47,left_id,2988292
PN-somato,noci 2nd_order PN,47,left_id,12667895
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,47,left_id,12617396
LHN,CN-3,47,left_id,8423405
CN,CN-40,47,left_id,8539175
CN,no official annotation,47,left_id,4433960
MB-FFN,FFN-32,47,left_id,8838927
LHN,no official annotation,47,left_id,4422289
LHN,no official annotation,47,left_id,14319498
MB-FFN,FFN-31,47,left_id,12670738
LHN,CN-27,47,left_id,17361757
pre-DN-VNC,no official annotation,48,left_id,2979675
pre-DN-VNC,no official annotation,48,left_id,8167696
pre-DN-VNC,no official annotation,48,left_id,5745110
pre-DN-SEZ,no official annotation,48,left_id,16096934
KC,KC,49,left_id,16631248
KC,KC,49,left_id,16627950
KC,KC,49,left_id,16440704
KC,KC,49,left_id,16017113
KC,KC,49,left_id,15722306
KC,KC,49,left_id,15691114
KC,KC,49,left_id,14319960
KC,KC,49,left_id,14255342
KC,KC,49,left_id,3819171
KC,KC,49,left_id,11691640
KC,KC,49,left_id,8318678
pre-DN-VNC,no official annotation,50,left_id,5033480
pre-DN-VNC,no official annotation,50,left_id,17804729
LHN,no official annotation,50,left_id,17729110
pre-DN-VNC,no official annotation,50,left_id,17360038
pre-DN-VNC,no official annotation,50,left_id,15608953
pre-DN-VNC,no official annotation,50,left_id,17360010
pre-DN-VNC,no official annotation,50,left_id,10885466
pre-DN-VNC,no official annotation,50,left_id,3060480
PN-somato,mechano-Ch 2nd_order PN,50,left_id,10282065
LHN,no official annotation,50,left_id,12371688
DN-VNC,no official annotation,50,left_id,3048606
LHN,no official annotation,50,left_id,10922020
pre-DN-VNC,no official annotation,50,left_id,10922928
pre-DN-VNC,no official annotation,50,left_id,2438653
sensory,respiratory,51,left_id,9835169
DN-SEZ,no official annotation,51,left_id,16424131
pre-DN-VNC,no official annotation,52,left_id,5671303
pre-DN-VNC,no official annotation,52,left_id,17360076
DN-SEZ,no official annotation,52,left_id,5764924
DN-VNC,no official annotation,52,left_id,10716080
ascending,mechano-Ch,52,left_id,10949382
DN-SEZ,no official annotation,52,left_id,3882998
DN-VNC,no official annotation,52,left_id,15588711
RGN,no official annotation,52,left_id,4400767
DN-VNC,no official annotation,52,left_id,7227010
PN-somato,noci 2nd_order PN,52,left_id,6723364
PN-somato,noci 2nd_order PN,52,left_id,18058644
pre-DN-VNC,no official annotation,52,left_id,16636860
pre-DN-VNC,no official annotation,52,left_id,16366055
PN-somato,Tel10; noci 2nd_order PN,52,left_id,16356967
DN-SEZ,no official annotation,52,left_id,10728323
DN-VNC,no official annotation,52,left_id,15365184
pre-DN-VNC,no official annotation,52,left_id,18149325
DN-VNC,no official annotation,52,left_id,5763407
ascending,A00c_a4; noci,52,left_id,2511238
pre-DN-VNC,no official annotation,52,left_id,17086412
RGN,no official annotation,52,left_id,3928574
DN-SEZ,no official annotation,52,left_id,9795662
DN-VNC,no official annotation,52,left_id,10728318
LN,no official annotation,52,left_id,7694589
pre-DN-VNC,no official annotation,52,left_id,8347907
pre-DN-VNC,no official annotation,52,left_id,8347720
DN-SEZ,no official annotation,52,left_id,5684940
DN-VNC,no official annotation,52,left_id,8391330
ascending,A00c_a6; noci,52,left_id,1042538
DN-VNC,no official annotation,52,left_id,10609443
sensory,gustatory-pharyngeal,52,left_id,1011675
LN,no official annotation,52,left_id,6623049
pre-DN-VNC,PL-7,52,left_id,15676016
DN-SEZ,no official annotation,52,left_id,9787859
DN-SEZ,no official annotation,52,left_id,17321919
DN-SEZ,no official annotation,52,left_id,6604203
DN-VNC,no official annotation,52,left_id,17473163
LN,no official annotation,53,left_id,11003707
LHN,no official annotation,53,left_id,4379603
CN,no official annotation,53,left_id,16089738
LHN,no official annotation,53,left_id,17047087
LHN,no official annotation,53,left_id,4391317
LHN,no official annotation,53,left_id,9207332
MB-FFN,FFN-13,53,left_id,11051740
pre-DN-VNC,no official annotation,53,left_id,9983417
LHN,no official annotation,53,left_id,7582489
MB-FBN,FB2N-4,53,left_id,13852833
LHN,no official annotation,53,left_id,2439134
LHN,no official annotation,53,left_id,10710503
LHN,no official annotation,53,left_id,5963873
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,53,left_id,3543931
LHN,no official annotation,53,left_id,12281339
LHN,LHN-16; CN-52,53,left_id,11703922
MB-FBN,FB2N-9,53,left_id,15343835
MB-FFN,FFN-11,53,left_id,12356747
LHN,no official annotation,53,left_id,14434314
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,53,left_id,16906721
LHN,CN-15,53,left_id,12138418
LHN,no official annotation,53,left_id,16386470
LHN,LHN-3,53,left_id,13206239
PN,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; gut 2nd_order PN; respiratory 2nd_order PN; mechano-II/III 2nd_order PN,54,left_id,3945454
PN,FFN-18; gustatory-pharyngeal 2nd_order PN; gut 2nd_order PN,54,left_id,3420915
PN,gut 2nd_order PN; mechano-II/III 2nd_order PN,54,left_id,3945394
PN,gut 2nd_order PN,54,left_id,9787933
PN,FFN-17; gut 2nd_order PN,54,left_id,12479019
CN,no official annotation,54,left_id,9006142
PN,gut 2nd_order PN; mechano-II/III 2nd_order PN,54,left_id,3945225
pre-DN-SEZ,no official annotation,54,left_id,13854190
PN,FFN-12; gut 2nd_order PN; mechano-II/III 2nd_order PN,54,left_id,17176866
PN,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; gut 2nd_order PN,54,left_id,3945232
MB-FBN,FAN-1,55,left_id,3157405
LHN,no official annotation,55,left_id,8582134
LHN,no official annotation,55,left_id,8974428
LHN,no official annotation,55,left_id,10427055
PN-somato,mechano-Ch 2nd_order PN,55,left_id,16985194
CN,FFN-2,55,left_id,11011058
pre-DN-SEZ,no official annotation,56,left_id,2142817
pre-DN-SEZ,no official annotation,56,left_id,16742642
pre-DN-SEZ,no official annotation,56,left_id,13395814
PN-somato,mechano-II/III 2nd_order PN,56,left_id,9503414
LHN,no official annotation,56,left_id,17641913
LHN,no official annotation,56,left_id,4379508
LHN,no official annotation,56,left_id,3158123
pre-DN-SEZ,no official annotation,56,left_id,9436520
RGN,no official annotation,56,left_id,9372642
LHN,no official annotation,56,left_id,2439150
LHN,no official annotation,56,left_id,17423412
LHN,no official annotation,56,left_id,3814651
PN-somato,mechano-II/III 2nd_order PN,56,left_id,9524538
pre-DN-SEZ,no official annotation,56,left_id,17927604
ascending,mechano-II/III,56,left_id,4595609
LHN,_WS,56,left_id,3946432
RGN,no official annotation,56,left_id,3928522
LN,no official annotation,56,left_id,4785242
MBON,MBON-j1,57,left_id,15421363
MBIN,OAN-e1,57,left_id,7983899
LN,APL,57,left_id,15571194
MBIN,DAN-d1,57,left_id,3886356
MBIN,DAN-k1,57,left_id,12871993
MBIN,MBIN-b2,57,left_id,17295912
MBIN,DAN-g1,57,left_id,4381377
MBIN,DAN-c1,57,left_id,15592096
MBIN,MBIN-l1,57,left_id,4381129
MBIN,MBIN-b1,57,left_id,8689674
MBIN,DAN-f1,57,left_id,7901791
MBIN,MBIN-e2,57,left_id,12475432
MBIN,DAN-i1,57,left_id,7057894
MBIN,DAN-j1,57,left_id,4414163
LHN,no official annotation,58,left_id,4721538
pre-DN-VNC,no official annotation,58,left_id,5675990
CN,no official annotation,58,left_id,11216417
MB-FFN,FFN-10,58,left_id,12389097
pre-DN-VNC,no official annotation,58,left_id,2797480
CN,CN-9,58,left_id,17639784
pre-DN-SEZ,no official annotation,58,left_id,16444758
CN,CN-35,58,left_id,12868041
CN,CN-35,58,left_id,16444552
LN,no official annotation,58,left_id,17360262
pre-DN-VNC,no official annotation,58,left_id,16545179
LN,no official annotation,58,left_id,17360296
LHN,CN-26,58,left_id,10875625
MBON,MBON-h1; MBON-h2,59,left_id,8798010
MBON,MBON-b3,59,left_id,16883909
MBON,MBON-a1,59,left_id,8877158
MBON,MBON-b2,59,left_id,16782830
MBON,MBON-b1,59,left_id,17147698
MBON,MBON-k1,59,left_id,16846805
MBON,MBON-c1; CN-59,59,left_id,16223537
MBON,MBON-a2,59,left_id,17355757
MBON,MBON-h1; MBON-h2,59,left_id,8338584
MBON,MBON-d1,59,left_id,7055857
MBON,MBON-i1,59,left_id,7802210
MBON,MBON-g2,59,left_id,5395823
MBON,MBON-g1,59,left_id,4401350
MB-FBN,FBN-28; mechano-Ch 2nd_order PN,60,left_id,10612094
LHN,no official annotation,61,left_id,5938794
LHN,FFN-3,61,left_id,16442113
LN,FBN-17; CN-7,61,left_id,13197236
MB-FBN,FBN-15; LHN-12; CN-48,61,left_id,15766806
LHN,CN-17,61,left_id,12299621
CN,mechano-II/III 2nd_order PN,61,left_id,11409587
CN,PL-6,61,left_id,15566333
MB-FFN,FFN-14,61,left_id,9015745
LHN,no official annotation,61,left_id,16089743
LN,CN-11; FBN-12,61,left_id,11013351
LHN,no official annotation,61,left_id,2369444
pre-DN-VNC,no official annotation,61,left_id,9078240
pre-DN-SEZ,no official annotation,62,left_id,16433696
pre-DN-VNC,no official annotation,62,left_id,16428373
pre-DN-VNC,no official annotation,62,left_id,10523825
pre-DN-VNC,no official annotation,62,left_id,17777981
pre-DN-SEZ,no official annotation,62,left_id,16348875
pre-DN-VNC,no official annotation,62,left_id,10600188
pre-DN-VNC,no official annotation,62,left_id,16167914
pre-DN-VNC,no official annotation,62,left_id,10880408
PN-somato,noci 2nd_order PN,62,left_id,5769582
pre-DN-VNC,no official annotation,62,left_id,16468935
pre-DN-SEZ,no official annotation,62,left_id,10842047
CN,CN-23,62,left_id,9236708
LHN,no official annotation,62,left_id,10382686
CN,no official annotation,62,left_id,16937815
pre-DN-VNC,no official annotation,62,left_id,10842099
CN,no official annotation,62,left_id,10400440
CN,CN-18,62,left_id,17237305
pre-DN-VNC,no official annotation,62,left_id,17354414
pre-DN-VNC,no official annotation,62,left_id,10100020
CN,no official annotation,62,left_id,18500915
pre-DN-SEZ,no official annotation,62,left_id,21300466
pre-DN-VNC,no official annotation,62,left_id,15792643
DN-VNC,CN-28; PL-17,62,left_id,10411574
pre-DN-SEZ,no official annotation,62,left_id,12782494
RGN,no official annotation,63,left_id,16683883
sensory,respiratory,63,left_id,11874130
RGN,no official annotation,63,left_id,2138427
RGN,no official annotation,63,left_id,10563755
RGN,no official annotation,63,left_id,7476468
DN-VNC,no official annotation,63,left_id,15639294
RGN,no official annotation,63,left_id,4874953
RGN,no official annotation,63,left_id,16683943
sensory,gut,63,left_id,1398253
RGN,no official annotation,63,left_id,3926669
sensory,gut,63,left_id,15770032
RGN,no official annotation,63,left_id,3926438
RGN,no official annotation,63,left_id,3925724
sensory,respiratory,63,left_id,5617164
sensory,respiratory,63,left_id,3915835
sensory,gut,63,left_id,15769419
sensory,gut,63,left_id,1367171
DN-SEZ,no official annotation,63,left_id,3729496
sensory,gut,63,left_id,40152
RGN,no official annotation,63,left_id,5615961
sensory,gut,63,left_id,1395971
RGN,no official annotation,63,left_id,3926904
RGN,no official annotation,63,left_id,10418394
MB-FBN,CN-10; FAN-2,64,left_id,17150791
MBON,MBON-e1,64,left_id,14082322
MB-FBN,CN-25; FAN-12,64,left_id,16475849
MBON,MBON-n1,64,left_id,15398730
CN,CN-42,64,left_id,17176911
MBON,MBON-f1,64,left_id,15253921
MB-FBN,CN-36; FAN-4; PL-9,64,left_id,14540633
CN,CN-16,64,left_id,10702736
MBIN,MBIN-e1,64,left_id,14541927
pre-DN-SEZ,CN-30,64,left_id,7056904
MB-FFN,FFN-16,64,left_id,12832017
PN,FBN-3; gut 2nd_order PN,64,left_id,10202724
MBON,MBON-d2,64,left_id,15810983
MB-FBN,CN-14; FAN-11,64,left_id,15668309
CN,no official annotation,64,left_id,17140424
MBON,MBON-d3,64,left_id,9109799
MBON,MBON-o1; CN-60,64,left_id,16868923
LHN,LHN-20; CN-56,64,left_id,11257084
MB-FBN,FBN-13; mechano-Ch 2nd_order PN,64,left_id,7540581
CN,CN-4,64,left_id,10543751
MBON,MBON-e2,64,left_id,8922644
MB-FBN,CN-44; FAN-3,64,left_id,8078096
CN,CN-6,64,left_id,9409359
PN,gustatory-pharyngeal 2nd_order PN,64,left_id,12478620
MB-FBN,FBN-1,64,left_id,11003660
MB-FBN,CN-43; FBN-14,64,left_id,5321459
MBON,MBON-q1,64,left_id,7910624
sensory,gustatory-pharyngeal,65,left_id,15997666
pre-DN-VNC,no official annotation,65,left_id,17356442
DN-SEZ,no official annotation,65,left_id,16713227
pre-DN-VNC,PL-14,65,left_id,8801736
DN-SEZ,no official annotation,65,left_id,3944330
PN-somato,proprio 2nd_order PN,65,left_id,16935790
pre-DN-VNC,no official annotation,65,left_id,16383966
pre-DN-VNC,no official annotation,65,left_id,16545101
pre-DN-VNC,no official annotation,65,left_id,17728781
pre-DN-VNC,no official annotation,65,left_id,15431408
DN-SEZ,no official annotation,65,left_id,9787592
pre-DN-VNC,no official annotation,66,left_id,10797407
CN,no official annotation,66,left_id,11329998
pre-DN-VNC,no official annotation,66,left_id,10792617
MB-FBN,FB2N-17,66,left_id,16848475
MB-FFN,FFN-22,66,left_id,17177103
MB-FFN,FFN-40,66,left_id,16492104
DN-SEZ,no official annotation,66,left_id,14034311
CN,no official annotation,66,left_id,19088042
pre-DN-SEZ,no official annotation,66,left_id,12279909
pre-DN-SEZ,no official annotation,66,left_id,7388340
pre-DN-VNC,no official annotation,66,left_id,10583715
pre-DN-SEZ,no official annotation,66,left_id,15568134
MB-FFN,FFN-20,66,left_id,13199414
pre-DN-VNC,no official annotation,66,left_id,9428865
MB-FBN,FB2N-19,66,left_id,9527333
pre-DN-SEZ,no official annotation,66,left_id,16051878
DN-SEZ,no official annotation,66,left_id,3044500
pre-DN-SEZ,no official annotation,66,left_id,10345590
DN-VNC,no official annotation,66,left_id,3946166
MB-FBN,FB2N-15,66,left_id,5091874
pre-DN-SEZ,no official annotation,67,left_id,15605301
pre-DN-VNC,no official annotation,67,left_id,2597151
pre-DN-SEZ,no official annotation,67,left_id,12299704
MB-FFN,FFN-28,67,left_id,17096642
MB-FBN,FB2N-1,67,left_id,12233237
PN-somato,mechano-II/III 2nd_order PN,67,left_id,3931398
pre-DN-VNC,no official annotation,67,left_id,7557604
pre-DN-SEZ,no official annotation,67,left_id,15576292
pre-DN-SEZ,no official annotation,67,left_id,12364717
pre-DN-VNC,no official annotation,68,left_id,11073313
pre-DN-VNC,no official annotation,68,left_id,11079069
DN-VNC,_telegoro-1,68,left_id,5754346
DN-VNC,no official annotation,68,left_id,5690425
DN-VNC,no official annotation,68,left_id,8047280
pre-DN-VNC,no official annotation,68,left_id,17729335
DN-VNC,no official annotation,68,left_id,5680013
pre-DN-SEZ,no official annotation,68,left_id,12654063
DN-VNC,no official annotation,68,left_id,5462159
pre-DN-VNC,no official annotation,68,left_id,19166349
MB-FBN,FB2N-13,69,left_id,17280216
DN-SEZ,no official annotation,69,left_id,14539753
pre-DN-SEZ,no official annotation,69,left_id,17315288
MB-FFN,FFN-9,69,left_id,8802069
pre-DN-VNC,no official annotation,69,left_id,10918898
pre-DN-VNC,PL-24,69,left_id,17813457
MB-FFN,FFN-1,69,left_id,9048462
PN-somato,FFN-8; proprio 2nd_order PN,69,left_id,9072237
MB-FBN,FBN-20,69,left_id,9251793
MB-FBN,FB2N-10; proprio 2nd_order PN,69,left_id,9252296
PN-somato,proprio 2nd_order PN,69,left_id,18412747
CN,no official annotation,69,left_id,17373283
MB-FFN,FFN-41,69,left_id,16933362
CN,PL-8,69,left_id,15974183
CN,no official annotation,69,left_id,11908619
pre-DN-VNC,no official annotation,69,left_id,17177419
MB-FBN,FB2N-14,69,left_id,8052161
pre-DN-VNC,no official annotation,70,left_id,15629759
DN-SEZ,no official annotation,70,left_id,10018161
ascending,unknown modality,70,left_id,18458734
DN-SEZ,no official annotation,70,left_id,17359111
DN-VNC,no official annotation,70,left_id,18123575
DN-VNC,no official annotation,70,left_id,18305433
pre-DN-VNC,no official annotation,70,left_id,17827011
pre-DN-VNC,no official annotation,70,left_id,14638686
DN-VNC,no official annotation,70,left_id,4110483
PN-somato,proprio 2nd_order PN,70,left_id,12390459
pre-DN-VNC,no official annotation,70,left_id,12420377
DN-VNC,no official annotation,70,left_id,17102002
DN-VNC,no official annotation,70,left_id,17354403
pre-DN-VNC,no official annotation,70,left_id,10355356
pre-DN-VNC,no official annotation,70,left_id,16544712
pre-DN-VNC,no official annotation,70,left_id,13370624
pre-DN-SEZ,no official annotation,70,left_id,5768240
pre-DN-VNC,no official annotation,70,left_id,10382824
pre-DN-VNC,PL-16,70,left_id,16937799
pre-DN-VNC,no official annotation,70,left_id,18088813
DN-VNC,no official annotation,70,left_id,17732346
DN-VNC,no official annotation,70,left_id,10018150
pre-DN-VNC,no official annotation,70,left_id,6729443
pre-DN-VNC,no official annotation,70,left_id,10317031
DN-VNC,no official annotation,70,left_id,8723983
pre-DN-VNC,PL-15,70,left_id,8142831
pre-DN-VNC,no official annotation,70,left_id,20379247
pre-DN-VNC,no official annotation,70,left_id,17729347
pre-DN-VNC,no official annotation,70,left_id,16693923
pre-DN-VNC,no official annotation,70,left_id,17352824
DN-VNC,no official annotation,70,left_id,17732334
pre-DN-VNC,no official annotation,70,left_id,20316708
DN-VNC,no official annotation,70,left_id,16928740
pre-DN-VNC,no official annotation,70,left_id,8810141
pre-DN-VNC,no official annotation,70,left_id,19091995
DN-VNC,no official annotation,71,left_id,17359501
pre-DN-SEZ,no official annotation,71,left_id,13818467
DN-SEZ,no official annotation,71,left_id,17087885
DN-VNC,no official annotation,71,left_id,13749806
pre-DN-SEZ,no official annotation,71,left_id,14723506
pre-DN-VNC,no official annotation,71,left_id,17360266
DN-VNC,no official annotation,71,left_id,6572414
pre-DN-VNC,no official annotation,71,left_id,14586769
PN-somato,noci 2nd_order PN,71,left_id,15514582
pre-DN-VNC,no official annotation,71,left_id,14655602
pre-DN-VNC,no official annotation,71,left_id,3945136
pre-DN-VNC,no official annotation,71,left_id,18501001
DN-SEZ,no official annotation,71,left_id,11217208
PN-somato,noci 2nd_order PN,71,left_id,12195879
pre-DN-VNC,no official annotation,71,left_id,10449035
pre-DN-SEZ,no official annotation,71,left_id,8070872
DN-SEZ,no official annotation,71,left_id,16676038
DN-VNC,no official annotation,71,left_id,19298644
DN-VNC,no official annotation,71,left_id,1980134
pre-DN-SEZ,no official annotation,71,left_id,12279941
pre-DN-VNC,no official annotation,71,left_id,18023286
DN-SEZ,no official annotation,71,left_id,7130033
pre-DN-VNC,no official annotation,71,left_id,4901087
pre-DN-SEZ,no official annotation,71,left_id,16361363
pre-DN-VNC,no official annotation,71,left_id,16422727
pre-DN-SEZ,no official annotation,71,left_id,16434560
pre-DN-VNC,no official annotation,71,left_id,1961182
pre-DN-VNC,no official annotation,71,left_id,18035063
pre-DN-VNC,no official annotation,71,left_id,17729973
DN-VNC,no official annotation,71,left_id,19298625
DN-SEZ,no official annotation,71,left_id,11009492
pre-DN-VNC,no official annotation,71,left_id,5745929
DN-VNC,no official annotation,71,left_id,4188290
pre-DN-SEZ,no official annotation,71,left_id,9351843
DN-SEZ,no official annotation,71,left_id,17728922
pre-DN-VNC,no official annotation,71,left_id,11027071
PN-somato,proprio 2nd_order PN,72,left_id,8814524
pre-DN-VNC,no official annotation,72,left_id,17574013
ascending,proprio,72,left_id,12998937
pre-DN-SEZ,no official annotation,72,left_id,17109286
pre-DN-VNC,no official annotation,72,left_id,17975547
ascending,proprio,72,left_id,14522404
PN-somato,proprio 2nd_order PN,72,left_id,19881737
PN-somato,proprio 2nd_order PN,72,left_id,17110189
ascending,proprio,72,left_id,15315491
PN-somato,PL-3; proprio 2nd_order PN,72,left_id,17110024
LN,FB2N-6,73,left_id,3945246
pre-DN-VNC,no official annotation,73,left_id,16415910
pre-DN-VNC,no official annotation,73,left_id,11348509
DN-SEZ,no official annotation,73,left_id,9424902
pre-DN-VNC,no official annotation,73,left_id,16848587
LN,FB2N-11,73,left_id,6591182
DN-SEZ,no official annotation,73,left_id,3944626
MB-FFN,FFN-24,73,left_id,10281116
pre-DN-VNC,no official annotation,73,left_id,10872426
LN,FB2N-18,73,left_id,17176767
pre-DN-VNC,no official annotation,73,left_id,12551020
pre-DN-VNC,no official annotation,73,left_id,3945756
pre-DN-VNC,no official annotation,74,left_id,4274518
pre-DN-VNC,no official annotation,74,left_id,1646076
MB-FBN,CN-31; FBN-26; noci 2nd_order PN,74,left_id,13743125
MBIN,OAN-g1,74,left_id,11525714
CN,no official annotation,74,left_id,14329745
CN,no official annotation,74,left_id,16026677
LHN,CN-39,74,left_id,12587013
pre-DN-VNC,no official annotation,74,left_id,10758204
PN-somato,FFN-27; noci 2nd_order PN,74,left_id,14493841
pre-DN-VNC,no official annotation,74,left_id,16342197
MB-FBN,FAN-9,74,left_id,14260575
CN,no official annotation,74,left_id,16464284
pre-DN-VNC,no official annotation,74,left_id,6298455
CN,no official annotation,74,left_id,11871574
pre-DN-VNC,no official annotation,74,left_id,16445338
pre-DN-SEZ,no official annotation,74,left_id,8993049
MB-FBN,CN-13; FBN-6,75,left_id,11018254
MB-FBN,FBN-16,75,left_id,8118947
MB-FBN,FB2N-7,75,left_id,12398622
MB-FBN,CN-21; FBN-4,75,left_id,2966602
MB-FBN,CN-38; FAN-6,75,left_id,12262910
CN,no official annotation,75,left_id,7053966
MB-FBN,CN-12; FBN-8,75,left_id,14313750
LN,CN-20,75,left_id,18062678
MB-FBN,FB2N-16,75,left_id,16160495
MB-FFN,FFN-7,75,left_id,15510288
MB-FBN,FBN-23,75,left_id,7026287
MB-FBN,CN-19; FBN-9,75,left_id,9527522
CN,no official annotation,76,left_id,9057998
PN,respiratory 2nd_order PN,76,left_id,10323628
CN,CN-22,76,left_id,14071613
MB-FBN,FB2N-8,76,left_id,8540770
MB-FFN,FFN-23,76,left_id,16385470
CN,no official annotation,76,left_id,9051960
CN,no official annotation,76,left_id,14071449
LHN,no official annotation,76,left_id,14133114
MB-FBN,FB2N-2,76,left_id,9083312
pre-DN-SEZ,no official annotation,76,left_id,15594113
DN-VNC,no official annotation,77,left_id,15522152
pre-DN-VNC,no official annotation,77,left_id,16445073
pre-DN-VNC,no official annotation,77,left_id,19017386
MB-FFN,FFN-15,77,left_id,16978882
pre-DN-VNC,no official annotation,77,left_id,10596949
pre-DN-VNC,CN-34,77,left_id,14617508
MB-FFN,FFN-6,77,left_id,17176808
pre-DN-VNC,no official annotation,77,left_id,17360282
LHN,no official annotation,77,left_id,16444544
pre-DN-VNC,no official annotation,78,left_id,9480916
pre-DN-VNC,no official annotation,78,left_id,20151537
pre-DN-VNC,no official annotation,78,left_id,10017944
CN,no official annotation,78,left_id,15468308
pre-DN-VNC,no official annotation,78,left_id,17067625
pre-DN-VNC,no official annotation,78,left_id,18111410
pre-DN-VNC,no official annotation,78,left_id,9384504
PN-somato,noci 2nd_order PN,78,left_id,10229852
DN-SEZ,no official annotation,78,left_id,16340977
MB-FFN,FFN-25,78,left_id,16340998
PN-somato,noci 2nd_order PN,78,left_id,16541149
pre-DN-VNC,no official annotation,78,left_id,10234576
pre-DN-VNC,no official annotation,78,left_id,14621584
pre-DN-VNC,no official annotation,78,left_id,14492757
pre-DN-VNC,no official annotation,78,left_id,10581624
pre-DN-VNC,no official annotation,78,left_id,15722990
pre-DN-VNC,no official annotation,78,left_id,1679034
DN-SEZ,no official annotation,78,left_id,8357933
pre-DN-VNC,no official annotation,78,left_id,9239759
pre-DN-VNC,no official annotation,78,left_id,16931001
pre-DN-VNC,no official annotation,78,left_id,15055590
pre-DN-VNC,no official annotation,78,left_id,16851791
pre-DN-VNC,no official annotation,78,left_id,17728695
MB-FBN,FBN-7,79,left_id,8864785
MB-FBN,FBN-5,79,left_id,15588620
MB-FBN,FB2N-3,79,left_id,18035864
MB-FBN,FAN-5,79,left_id,17300165
PN,FB2N-12; gustatory-pharyngeal 2nd_order PN,79,left_id,15623649
CN,no official annotation,79,left_id,14073503
MB-FBN,FB2N-21,79,left_id,14158399
CN,no official annotation,79,left_id,12789813
CN,no official annotation,80,left_id,14342744
MB-FFN,FFN-35,80,left_id,12199095
pre-DN-VNC,no official annotation,80,left_id,16950097
DN-VNC,no official annotation,80,left_id,7005145
pre-DN-VNC,no official annotation,80,left_id,14579509
PN,gustatory-external 2nd_order PN,80,left_id,16435325
pre-DN-SEZ,no official annotation,80,left_id,16547268
DN-VNC,no official annotation,80,left_id,15897280
pre-DN-VNC,no official annotation,80,left_id,5902352
pre-DN-VNC,no official annotation,80,left_id,17000062
MB-FBN,FAN-8,81,left_id,4408397
pre-DN-SEZ,no official annotation,81,left_id,18500988
CN,CN-41,81,left_id,17276867
MB-FBN,FBN-21,81,left_id,9062992
PN-somato,noci 2nd_order PN,81,left_id,11003551
MB-FBN,FB2N-5,81,left_id,17177005
MB-FBN,FAN-10,81,left_id,9238937
MB-FBN,FBN-19,81,left_id,9064208
MBON,MBON-m1; CN-62,82,left_id,17016974
MB-FBN,CN-32; FBN-10,82,left_id,15741865
MB-FBN,CN-33; FAN-7,82,left_id,14000746
MBON,MBON-p1; CN-61,82,left_id,11017761
MB-FBN,CN-37; FBN-2,82,left_id,9141404
CN,CN-24,82,left_id,11600886
DN-VNC,no official annotation,83,left_id,7335439
RGN,no official annotation,83,left_id,4453485
RGN,no official annotation,83,left_id,3281684
DN-SEZ,no official annotation,83,left_id,10059655
RGN,no official annotation,83,left_id,4506509
DN-SEZ,no official annotation,83,left_id,7338309
DN-SEZ,no official annotation,83,left_id,3498479
RGN,no official annotation,83,left_id,4523584
RGN,no official annotation,83,left_id,4523803
RGN,no official annotation,83,left_id,10329208
DN-SEZ,no official annotation,83,left_id,17776982
RGN,no official annotation,83,left_id,6978585
DN-SEZ,no official annotation,83,left_id,6445994
sensory,gut,83,left_id,13744425
RGN,no official annotation,83,left_id,12634154
DN-VNC,no official annotation,83,left_id,7005184
RGN,no official annotation,83,left_id,3046503
sensory,gut,83,left_id,2284021
RGN,no official annotation,83,left_id,10459723
pre-DN-VNC,no official annotation,84,left_id,12252572
